post1,post2,label
"I got my diagnosis in May 2009.  I was shocked becaused I thought I had done all the right things (yearly mammograms, monthly self brest exams, etc.).  I discovered the lump in my right breast on Mother's Day. The following week I had a diagnostic mammogram at 8:30 am that did not show the lump me and my gynecologist was feeling.  An hour later after the ultrasound it showed a tumor approximately 2 cm. I went to see a Breast Surgeon in about a week for a biopsy of the lump.  I was told that I either had diabetic mastopathy or brest cancer.  I held out for the results to be the diabetic mastopathy, but everthing I read strongly indicated breast cancer.  May 28, 2009 I went to the doctors office to discuss the pathology report results.  I had a 2.5 cm lump and stage IIA breast cancer.
Actually the breast cancer was not the worst of my problems at the time.  I had an appointment with my Psychiatrist later that day to discuss hospitalization due to issues with Bipolar Disorder and PTSD.  We discussed how I could be hospitalized and still get things done in regards to the breast cancer.  I opted to take medications at home, make my commitments for my own safety, daily call-ins to the Psychiatrist and/or therapist, and high doses of Seroquel.  I was trying to save my life and then the breast cancer diagnosis.
I had a lumpectomy performed on June 17, 2009 along with a sentinel node biopsy.  I went home that day with a drainage tube attached and waited for the results of yet another pathology report results.  June 22, 2009 I got the news that the cancer had spread to 3 of seven nodes and I would have to have Chemo.  I had another appointment with my therapist today to make all the commitments to stay safe and continue this journey to the end.
I don't know what is going to happen next.  I will be calling the doctor's office tomorrow to report the drainage and maybe get to make an appointment to have it removed.  That is as far as I have gotten in this journey.
I don't know what will happen next.  I am afraid that any theraphy for breast cancer will just make other issues worst.  I don't feel sorry for myself, or ask ""why me"". My biggest question to myself is how long and I pray that I finish this journey before me.  I don't like thinking of how the cancer treatments will fit in with the Bipolar, PTSD, and diabetes (insulin pump).
Prior to this latest news I was an active person (motorcyling, competetive shooting, piano lessons, teaching myself the Mandolin, etc.).  I try to remaind positive, but it is very difficult at this time.
How do you get from one day to the next when you don't know what to expect, but are trying to deal with the fear of the unknown along with all this other stuff?","I am very glad that I found this place.  The timing has been great also.  I know that I am not alone.
My biggest fear is not the breast cancer and what comes with it...its being alone.  But coming here let me know that I am not alone and can be happy being here.
Nellie",1
"Oh Nellie... I am so sorry... how rude of me... please forgive me... I am late on welcoming you to the boards... I am sorry for the reason you are here.. but glad you found this place... and as I am sure you are finding out the people here are amazing... Welcome my friend...
Hugs,
~T","I am very glad that I found this place.  The timing has been great also.  I know that I am not alone.
My biggest fear is not the breast cancer and what comes with it...its being alone.  But coming here let me know that I am not alone and can be happy being here.
Nellie",1
"I'm done with 4 rounds of AC with very few side effects(I took many supplements--didn't even need neulasta(SP?), but an now concerned with the TAXOL .
I'll have it every week for 12 weeks. Onc says IT'S LOW DOSE AND WITH FEW SIDE EFFECTS, but I never know what to believe.
So, a dental hygenist friend of mine who went thru Taxol , and didn't want to lose her profession to numb hands has loaned me her ICE Mittens and Foooties to ward off neuropathy.
She is fine. Just wondering if anyone else is aware of these items and /or has tried them.
Thanks,
Lelly(leslie)","No, but I wish I had. I heard of these after my taxotere and actually since then our clinic was apparently offering ice mittens to chemo patients. This works much the same as chewing ice when getting chemo to prevent mouth sores (mucositis). If I were going to do chemo again I would use the booties and mittens in a flash. Best of luck to you, I hope it goes really well.
jan",1
"I'm done with 4 rounds of AC with very few side effects(I took many supplements--didn't even need neulasta(SP?), but an now concerned with the TAXOL .
I'll have it every week for 12 weeks. Onc says IT'S LOW DOSE AND WITH FEW SIDE EFFECTS, but I never know what to believe.
So, a dental hygenist friend of mine who went thru Taxol , and didn't want to lose her profession to numb hands has loaned me her ICE Mittens and Foooties to ward off neuropathy.
She is fine. Just wondering if anyone else is aware of these items and /or has tried them.
Thanks,
Lelly(leslie)","Thanks, I'm going to use them , not believe my very aloof oncologist who makes it sound like nothing ever happens !",1
"No, but I wish I had. I heard of these after my taxotere and actually since then our clinic was apparently offering ice mittens to chemo patients. This works much the same as chewing ice when getting chemo to prevent mouth sores (mucositis). If I were going to do chemo again I would use the booties and mittens in a flash. Best of luck to you, I hope it goes really well.
jan","Thanks, I'm going to use them , not believe my very aloof oncologist who makes it sound like nothing ever happens !",1
Last chemo was Aug. 24 and am feeling better than I have all summer. Radiation begins in two days. Any tips? I have taken time off from work till rads are over.,"and can tell you that THE most wonderful thing you've done for yourself is to take some time off of work!  I didn't, and have to admit that I wish I had/could have.  I had 28 treatments + 5 'boosts' (no chemo) and felt the fatigue kick in after the first 2-3 weeks.  I was truly shocked by it, too...having worked for a major cancer org for many years of my career, I'm more informed than the avg patient, and I knew NOTHING about radiation except for the skin changes.  When I complained to my onc about how tired I was, he said that he has patients who do both chemo and radiation and they tell him that the rads kick their butts worse/more consistently than chemo.  That blew me away.  I was in bed by 9:30 every night this summer!
I'll echo the hint about men's t-shirts, but will say that using creams ahead of time might not be a great idea--I'd ask my rad onc first, as they all seem to have different attitudes about what to use and when.  I'll also echo that the techs are awesome and they DO become like family.  After all, you'll see them 5x/week!  Share your ups/downs as needed--they've seen and heard it all.
SO, my fellow warrior--you got through chemo and now you'll get through radiation!  With all of us sending good vibes from here! :-)",1
Last chemo was Aug. 24 and am feeling better than I have all summer. Radiation begins in two days. Any tips? I have taken time off from work till rads are over.,"Thanks for the reassurance.  I am done with week one, about to start week two today. I felt fine for the first few days but after the fifth treatment the fatigue hit me. That seems way too early.  I have mixed feelings about taking time out of work but your experience and this early fatigue helps me see I made the right decision.  ",1
"and can tell you that THE most wonderful thing you've done for yourself is to take some time off of work!  I didn't, and have to admit that I wish I had/could have.  I had 28 treatments + 5 'boosts' (no chemo) and felt the fatigue kick in after the first 2-3 weeks.  I was truly shocked by it, too...having worked for a major cancer org for many years of my career, I'm more informed than the avg patient, and I knew NOTHING about radiation except for the skin changes.  When I complained to my onc about how tired I was, he said that he has patients who do both chemo and radiation and they tell him that the rads kick their butts worse/more consistently than chemo.  That blew me away.  I was in bed by 9:30 every night this summer!
I'll echo the hint about men's t-shirts, but will say that using creams ahead of time might not be a great idea--I'd ask my rad onc first, as they all seem to have different attitudes about what to use and when.  I'll also echo that the techs are awesome and they DO become like family.  After all, you'll see them 5x/week!  Share your ups/downs as needed--they've seen and heard it all.
SO, my fellow warrior--you got through chemo and now you'll get through radiation!  With all of us sending good vibes from here! :-)","Thanks for the reassurance.  I am done with week one, about to start week two today. I felt fine for the first few days but after the fifth treatment the fatigue hit me. That seems way too early.  I have mixed feelings about taking time out of work but your experience and this early fatigue helps me see I made the right decision.  ",1
"I have developed lymphedema in the left arm.  Sleeve and glove on order.  Does it ever drain?  My left arm is 4 times the size of my right - is there any hope it will return to normal size?  The MLD seems to be making it worse, not better.  Could not afford the five day a week treatments for 4-5 weeks so am doing what I can on my own after getting instructions.  Anyone else out there a linebacker on the left and a regular woman on the right?","I had 2 radical mastectomies at different times.  The right one (first one) produced some pretty extreme lymphadema.  The left one a much milder case.  The first surgery was in '86 and the second in '88.  It took some years, but I now have only occasional swelling when I over-use my arms.  I hope you can say the same soon.  Hugs.
",1
"I have developed lymphedema in the left arm.  Sleeve and glove on order.  Does it ever drain?  My left arm is 4 times the size of my right - is there any hope it will return to normal size?  The MLD seems to be making it worse, not better.  Could not afford the five day a week treatments for 4-5 weeks so am doing what I can on my own after getting instructions.  Anyone else out there a linebacker on the left and a regular woman on the right?","Do you still have to wear the sleeve?  did the exercises help?
",1
"I had 2 radical mastectomies at different times.  The right one (first one) produced some pretty extreme lymphadema.  The left one a much milder case.  The first surgery was in '86 and the second in '88.  It took some years, but I now have only occasional swelling when I over-use my arms.  I hope you can say the same soon.  Hugs.
","Do you still have to wear the sleeve?  did the exercises help?
",1
"I am so frustrated!  I had pneumonia last time and never quite got over that - now my asthma has kicked up.  I've been on steroids for 5 weeks and can't seem to get better.  I know everyone has something and this just happens to be mine.  I cough constantly.  I haven't been able to lie down for weeks.  Does anyone else get asthma from chemo and if so, any solutions?  Thanks
Pam","It appears your asthma may be an allergic reaction to your chemo.
Checkout this website http://www.chemocare.com/managing/allergic_reactions_and_chemotherapy.asp",1
"I am so frustrated!  I had pneumonia last time and never quite got over that - now my asthma has kicked up.  I've been on steroids for 5 weeks and can't seem to get better.  I know everyone has something and this just happens to be mine.  I cough constantly.  I haven't been able to lie down for weeks.  Does anyone else get asthma from chemo and if so, any solutions?  Thanks
Pam",Thanks - I will do that right now!,1
"It appears your asthma may be an allergic reaction to your chemo.
Checkout this website http://www.chemocare.com/managing/allergic_reactions_and_chemotherapy.asp",Thanks - I will do that right now!,1
"Hi everyone ~ I hope you are all having GOOD DAYS!  I got my CA 27/29 tumor marker blood test results back, and the ""magic number"" is 33.  It is down from last May, when it was 44, so I am thrilled.  I am curious, though, as to why my number seems higher than everyone else's 'normal' number.  Most everyone I know from my area have a number in the teens or low '20s.  Is there anyone else in the group who has a normal number in my range?  My mind can play tricks on me (I'm sure you all can relate!) but I'm trying to think positively!  Prayers for you all ..... Jody","Dear Jody
Re the markers.  The marker I am regularly tested for is CA 23.  SO there must be different ones for types of cancer.  I will ask my onco when I seem him at the end of January.  He has told me that normal for healthy people is 20.  Mine were as high as 190 in August/September.  Now down to 93 and falling!!.  Can any one else out there shed any light on this marker business? It's got me piqued now as I have to know things.  I study astrology and I have lots of planets in 9th house of learning so I need to keep on learning to grow. Keep up the positive thinking & believe in the power of prayer to whatever higher power you believe in.  I cannot believe that life is random so there must be a God out there who hears us and we are being tested for a reason.Love & hugs
Pam
",1
"Hi everyone ~ I hope you are all having GOOD DAYS!  I got my CA 27/29 tumor marker blood test results back, and the ""magic number"" is 33.  It is down from last May, when it was 44, so I am thrilled.  I am curious, though, as to why my number seems higher than everyone else's 'normal' number.  Most everyone I know from my area have a number in the teens or low '20s.  Is there anyone else in the group who has a normal number in my range?  My mind can play tricks on me (I'm sure you all can relate!) but I'm trying to think positively!  Prayers for you all ..... Jody","Hi Pam ~~ Doing some research on the 'Net, I found out that the CA 27/29 measures the same result that the CA 15/3 test does.   I've never even heard of the CA 23!  I am glad to hear your number is falling, too!  That is the important thing, right?  :)  I'm anxious to hear if anyone else has some insight into these confusing tests/numbers.  I'm like you, Pam, the more information the better.  I have been known to depress myself in reading TOO MUCH, though!  But I think we have all done that!  Thanks for your response, Pam!  Have a wonderful day!   ~Jody
",1
"Dear Jody
Re the markers.  The marker I am regularly tested for is CA 23.  SO there must be different ones for types of cancer.  I will ask my onco when I seem him at the end of January.  He has told me that normal for healthy people is 20.  Mine were as high as 190 in August/September.  Now down to 93 and falling!!.  Can any one else out there shed any light on this marker business? It's got me piqued now as I have to know things.  I study astrology and I have lots of planets in 9th house of learning so I need to keep on learning to grow. Keep up the positive thinking & believe in the power of prayer to whatever higher power you believe in.  I cannot believe that life is random so there must be a God out there who hears us and we are being tested for a reason.Love & hugs
Pam
","Hi Pam ~~ Doing some research on the 'Net, I found out that the CA 27/29 measures the same result that the CA 15/3 test does.   I've never even heard of the CA 23!  I am glad to hear your number is falling, too!  That is the important thing, right?  :)  I'm anxious to hear if anyone else has some insight into these confusing tests/numbers.  I'm like you, Pam, the more information the better.  I have been known to depress myself in reading TOO MUCH, though!  But I think we have all done that!  Thanks for your response, Pam!  Have a wonderful day!   ~Jody
",1
"Starting this chemo cocktail on June 15........Anyone had this combo?  Cytoxan and Taxotere? Then injections the day after to boost WBC..... Side effects?  I know everyone is different......I will have 4 treatments of this, 3 weeks apart..(no port, thankfully)......I am more afraid of this than I was the lumpectomy surgery and lymph node removal........which turned out to not be a big deal at all, for me, that is.....
Would appreciate and be grateful to hear from anyone who has had this combo....Do you eat first, during, after?  Can I drink water during the treatment? What can I expect during the actual treatment itself......Are there sensations when the drug enters my body? Any nausea while having the treatment? ACHES,pains,etc.? Any info would be so  helpful.....thank you in advance........God Bless you all!
Nancy","Hi Nancy, 
good to hear from you! I had my hubby shave my head yesterday because hair was falling in clumps and grossing me out...I just love how it looks, but more keeps coming out. I know before long I will be shiny. I am feeling tired again today. One week until our next treatment-I am not looking forward to it. Blood work today was good, WBC's a little high, but that is from the Neulasta. Talk to you soon, 
Laurie",1
"Starting this chemo cocktail on June 15........Anyone had this combo?  Cytoxan and Taxotere? Then injections the day after to boost WBC..... Side effects?  I know everyone is different......I will have 4 treatments of this, 3 weeks apart..(no port, thankfully)......I am more afraid of this than I was the lumpectomy surgery and lymph node removal........which turned out to not be a big deal at all, for me, that is.....
Would appreciate and be grateful to hear from anyone who has had this combo....Do you eat first, during, after?  Can I drink water during the treatment? What can I expect during the actual treatment itself......Are there sensations when the drug enters my body? Any nausea while having the treatment? ACHES,pains,etc.? Any info would be so  helpful.....thank you in advance........God Bless you all!
Nancy","I keep ""losing"" you.....duh here!  Yes, I'm with you.........hair falling out like crazy.....had it ""buzzed"" this past Tuesday, now little whiskers are falling out all over the place.......it's not as traumatic as I thought it would be.....my husband said.....""it's sexy"".......I said, ""you need the Rx in your glasses changed!"" but it was sweet of him to say that.....We will celebrate 40 years of marriage this month....high school sweethearts....
Are you getting anxious about the next chemo.......I actually am NOT at this time, but probably, come Sunday evening I will be......I want to get them over with!  My doc gave me Valium to take on Sundays.....never took that before but I do NOW!  It's the lowest possible dosage and it does take the edge off...Saw the radiation oncologist on Wednesday.....will go Sept 9 to be fitted for the ""cast/form""  and tattoing for my radiation which will probably start sometime in September......he said they usually start it 3-6 weeks after the last chemo, to give the body a chance to recoup.......I said I wanted to start as soon as possible.....again, I WANT THIS OVER WITH!  I dread the Neulasta shot more than the chemo.....I had a horrible time with that.......did okay with the pain for the first 3 days....then that Saturday night.....UGH!  horrible muscle spasms and pain.....now I have pain meds and muscle relaxants for the next time.......so I'm ready!
Stay in touch..and good luck and best wishes!
Nancy",1
"Hi Nancy, 
good to hear from you! I had my hubby shave my head yesterday because hair was falling in clumps and grossing me out...I just love how it looks, but more keeps coming out. I know before long I will be shiny. I am feeling tired again today. One week until our next treatment-I am not looking forward to it. Blood work today was good, WBC's a little high, but that is from the Neulasta. Talk to you soon, 
Laurie","I keep ""losing"" you.....duh here!  Yes, I'm with you.........hair falling out like crazy.....had it ""buzzed"" this past Tuesday, now little whiskers are falling out all over the place.......it's not as traumatic as I thought it would be.....my husband said.....""it's sexy"".......I said, ""you need the Rx in your glasses changed!"" but it was sweet of him to say that.....We will celebrate 40 years of marriage this month....high school sweethearts....
Are you getting anxious about the next chemo.......I actually am NOT at this time, but probably, come Sunday evening I will be......I want to get them over with!  My doc gave me Valium to take on Sundays.....never took that before but I do NOW!  It's the lowest possible dosage and it does take the edge off...Saw the radiation oncologist on Wednesday.....will go Sept 9 to be fitted for the ""cast/form""  and tattoing for my radiation which will probably start sometime in September......he said they usually start it 3-6 weeks after the last chemo, to give the body a chance to recoup.......I said I wanted to start as soon as possible.....again, I WANT THIS OVER WITH!  I dread the Neulasta shot more than the chemo.....I had a horrible time with that.......did okay with the pain for the first 3 days....then that Saturday night.....UGH!  horrible muscle spasms and pain.....now I have pain meds and muscle relaxants for the next time.......so I'm ready!
Stay in touch..and good luck and best wishes!
Nancy",1
"Hello everybody,
I can not tell you what a HARD, hard time I am having coming to terms with chemo. The more research
I do, the more unsettled I become. I already have my port and everything and I am supposed to be ready
to got but instead every cell in my body is still rebelling.
Did you actually do research and make a conscious decision, or did let your fear lead you? I am feeling rushed
and don't feel like I have time to make an educated decision.
Injecting something that causes 3rd degree burns on your skin if spilled, into my veins, just seems illogical.
I want to hear from women this actually helped and for more than just a couple of years. I have a serious
problem with chemo basically killing my immune system and leaving me open and vulnerable to everything
else to come. I don't mean to scare anyone or be negative but I really, really just want to hear from one
voice who can seriously say that chemo saved their life. The recurrence rate terrifies me and I wonder is
because of the damage that chemo does to the immune system that it can't fight anything anymore.
I am sorry... I think I am just freaking out, am just TERRIFIED. I wish I could be brave like you all but
if my mind can't process it and make sense of it, I struggle like this.
I need to hear this. I guess this is my fear talking
as well as my logical mind not understanding.
Ayse","Ayse, my hubby was against chemo for the same reasons that you are. It is true, chemo is controlled poisening. But it is safe, and very effective for breast cancer. I too had adriamycin and was shocked when they told me about how it would burn tissue if it leaked, and how the nurses covered themselves from head to toe before handling it. But it is a necessary evil. I didn't like the idea of it, but I liked the idea of having a recurrence or mets way less.
You have to weigh the pros and cons. My Aunt died of breast cancer and suffered horribly before she died. She was such a good person. I don't have the courage she had. I took the chemo in hopes that it could reduce the chance of my having to go through what she did.
You have one life and we are lucky to live in a time where effective treatment is available for breast cancer. Think about it very carefully before making a choice.  Eil",1
"Hello everybody,
I can not tell you what a HARD, hard time I am having coming to terms with chemo. The more research
I do, the more unsettled I become. I already have my port and everything and I am supposed to be ready
to got but instead every cell in my body is still rebelling.
Did you actually do research and make a conscious decision, or did let your fear lead you? I am feeling rushed
and don't feel like I have time to make an educated decision.
Injecting something that causes 3rd degree burns on your skin if spilled, into my veins, just seems illogical.
I want to hear from women this actually helped and for more than just a couple of years. I have a serious
problem with chemo basically killing my immune system and leaving me open and vulnerable to everything
else to come. I don't mean to scare anyone or be negative but I really, really just want to hear from one
voice who can seriously say that chemo saved their life. The recurrence rate terrifies me and I wonder is
because of the damage that chemo does to the immune system that it can't fight anything anymore.
I am sorry... I think I am just freaking out, am just TERRIFIED. I wish I could be brave like you all but
if my mind can't process it and make sense of it, I struggle like this.
I need to hear this. I guess this is my fear talking
as well as my logical mind not understanding.
Ayse","I once used this exact term explaining chemo! Great mind think alike,
Thanks for the reminder.
Ayse",1
"Ayse, my hubby was against chemo for the same reasons that you are. It is true, chemo is controlled poisening. But it is safe, and very effective for breast cancer. I too had adriamycin and was shocked when they told me about how it would burn tissue if it leaked, and how the nurses covered themselves from head to toe before handling it. But it is a necessary evil. I didn't like the idea of it, but I liked the idea of having a recurrence or mets way less.
You have to weigh the pros and cons. My Aunt died of breast cancer and suffered horribly before she died. She was such a good person. I don't have the courage she had. I took the chemo in hopes that it could reduce the chance of my having to go through what she did.
You have one life and we are lucky to live in a time where effective treatment is available for breast cancer. Think about it very carefully before making a choice.  Eil","I once used this exact term explaining chemo! Great mind think alike,
Thanks for the reminder.
Ayse",1
"Hello everybody,
I can not tell you what a HARD, hard time I am having coming to terms with chemo. The more research
I do, the more unsettled I become. I already have my port and everything and I am supposed to be ready
to got but instead every cell in my body is still rebelling.
Did you actually do research and make a conscious decision, or did let your fear lead you? I am feeling rushed
and don't feel like I have time to make an educated decision.
Injecting something that causes 3rd degree burns on your skin if spilled, into my veins, just seems illogical.
I want to hear from women this actually helped and for more than just a couple of years. I have a serious
problem with chemo basically killing my immune system and leaving me open and vulnerable to everything
else to come. I don't mean to scare anyone or be negative but I really, really just want to hear from one
voice who can seriously say that chemo saved their life. The recurrence rate terrifies me and I wonder is
because of the damage that chemo does to the immune system that it can't fight anything anymore.
I am sorry... I think I am just freaking out, am just TERRIFIED. I wish I could be brave like you all but
if my mind can't process it and make sense of it, I struggle like this.
I need to hear this. I guess this is my fear talking
as well as my logical mind not understanding.
Ayse","Ayse,
I was in the exact place you are just 2 weeks ago.  However, I meet with my oncologist tomorrow for my chemo schedule.  It was the hardest decision I have EVER made.  I based it on the fact that, I don't know 1 single person who died from chemo, but I know so many that have died from cancer.  Unfortunately, my sweet mom is one that died from cancer...breast cancer to be exact.  It was 21 years ago & the medical world has changed drastically.  My mom didn't have chemo the 1st time & it returned with a vengence.  My entire family has always believed if she had the chemo, she would have had a fighting chance.  Only God knows that answer.  One thing is for certain, if I have a recurrance, it won't be because I didn't fight it in every way possible(mastectomy, chemo, tamoxifin, diet, & exercise.) I WANT TO LIVE(just as we all do!!!!)  I guess I'm saying chemo is a chance I'm willing to take, even though not everyone may feel like it's right for them.
I wish you the best in making your decision...I know it's tough!!!  More than anything, I wish you a long life of happiness.
Hugs,
Tina",1
"Hello everybody,
I can not tell you what a HARD, hard time I am having coming to terms with chemo. The more research
I do, the more unsettled I become. I already have my port and everything and I am supposed to be ready
to got but instead every cell in my body is still rebelling.
Did you actually do research and make a conscious decision, or did let your fear lead you? I am feeling rushed
and don't feel like I have time to make an educated decision.
Injecting something that causes 3rd degree burns on your skin if spilled, into my veins, just seems illogical.
I want to hear from women this actually helped and for more than just a couple of years. I have a serious
problem with chemo basically killing my immune system and leaving me open and vulnerable to everything
else to come. I don't mean to scare anyone or be negative but I really, really just want to hear from one
voice who can seriously say that chemo saved their life. The recurrence rate terrifies me and I wonder is
because of the damage that chemo does to the immune system that it can't fight anything anymore.
I am sorry... I think I am just freaking out, am just TERRIFIED. I wish I could be brave like you all but
if my mind can't process it and make sense of it, I struggle like this.
I need to hear this. I guess this is my fear talking
as well as my logical mind not understanding.
Ayse","I almost feel embarrassed for having posted this. While there's truth to this post, I also feel
like I acted a little like 3 year old who doesn't want to do something. As you so graciously pointed
out to me, while it is not the perfect method to battle cancer, it is still a proven method. And
I should be grateful really. I think this week, with all the interruptions I had to my life due to
cancer and then the surgery that kept me home while everyone else took off to the beach...
which I have missed so much that I have actually dreams of it and I can smell it.
I just broke down and I imagined, my whole year will be like this. Then the research I did, lead
me to get mad and feel helpless..
Thank you all for pointing me in the right direction again, without telling me how uncalled
my behavior was. I really want to learn to live with this aspect of my life and not erupt uncontrollably
like a volcano, when fear comes knocking. There are some great role models on this site and
I will watch (read) and learn.
I will think twice before I post from now on, I want to post things that inspire and are thought provoking,
not whining.
Thanks again
Ayse",1
"Ayse,
I was in the exact place you are just 2 weeks ago.  However, I meet with my oncologist tomorrow for my chemo schedule.  It was the hardest decision I have EVER made.  I based it on the fact that, I don't know 1 single person who died from chemo, but I know so many that have died from cancer.  Unfortunately, my sweet mom is one that died from cancer...breast cancer to be exact.  It was 21 years ago & the medical world has changed drastically.  My mom didn't have chemo the 1st time & it returned with a vengence.  My entire family has always believed if she had the chemo, she would have had a fighting chance.  Only God knows that answer.  One thing is for certain, if I have a recurrance, it won't be because I didn't fight it in every way possible(mastectomy, chemo, tamoxifin, diet, & exercise.) I WANT TO LIVE(just as we all do!!!!)  I guess I'm saying chemo is a chance I'm willing to take, even though not everyone may feel like it's right for them.
I wish you the best in making your decision...I know it's tough!!!  More than anything, I wish you a long life of happiness.
Hugs,
Tina","I almost feel embarrassed for having posted this. While there's truth to this post, I also feel
like I acted a little like 3 year old who doesn't want to do something. As you so graciously pointed
out to me, while it is not the perfect method to battle cancer, it is still a proven method. And
I should be grateful really. I think this week, with all the interruptions I had to my life due to
cancer and then the surgery that kept me home while everyone else took off to the beach...
which I have missed so much that I have actually dreams of it and I can smell it.
I just broke down and I imagined, my whole year will be like this. Then the research I did, lead
me to get mad and feel helpless..
Thank you all for pointing me in the right direction again, without telling me how uncalled
my behavior was. I really want to learn to live with this aspect of my life and not erupt uncontrollably
like a volcano, when fear comes knocking. There are some great role models on this site and
I will watch (read) and learn.
I will think twice before I post from now on, I want to post things that inspire and are thought provoking,
not whining.
Thanks again
Ayse",1
"What a visit it turned out to be!  Appointment at 1 and I finally left at 4PM!  
I love this guy.  He hasn't seen me since March.  So we had lots to talk about.  The lung nodules, this new pain in my hip, all the new doctors, etc. First he was thrilled when he heard the names of the new MO and the thoracic surgeon.  It made me happy to know I really did make some good decisions.  
Anyway, he did look at my scans and xrays of my chests.  He did ask what my TS is doing about this.  I told him we are waiting for one more scan in November.  He said he plans on calling the surgeon to have a talk with him so he can figure out what this guy is thinking.  Then he wanted to figure out why my hip is killing me.  I told him my MO wants an xray and that I had one scheduled for Oct 1st.  Boy, that did not go over well.  He wanted to have it done there (at the hospital).  I kept telling him I don't mind waiting.  He figured out pretty quickly that I just didn't want to know if anything was wrong.  I just felt it could wait and so could I.  He finally won.  I had the xray yesterday and he called me last night to say it looked good.  He says he wants to speak with my MO and come up with a plan for more tests.  He mentioned a bone scan.  
I am not sure but is a bone density test the same as a bone scan?  I did have the BDT done about a year ago.
I am also inclined to believe that Arimidex is the culprit here.  I can't believe there is bone mets.  I just can't!!!!  
So more waiting but I am feeling pretty good and positive about what might be causing this pain.
Hugs,
Mary  ","Mary,
A bone density test and a bone scan are two very different test to measure to different things.
Bone density is to measure your bones to prevent or give you something to make them stronger so they won't break.  This is when you learn your ok, you have osteopenia or you have osteoporosis.  You should have a bone density test every 2 years while you are on aromatase inhibitors.  I hope you are taking something to make your bones strong.  Arimidex can suck the life out of them.  If you read the side effects Fractures are possible.  I had 3 vertebra fractures on Arimidex after a very minor fall.
A bone scan uses nuclear dye to diagnose or track bone diseases.  It can show uptake in bones that need to be looked into.  It can also show osteoarthritis.
X-rays as I mentioned in a post to you last week is the bottom rung of the ladder that one begins due to insurance companies wanting the cheapest first.  If you bone scan shows an uptake on your hip, they will probably order an MRI which is the best of all test for bones.
I like this Radiation Oncologist, he seems really on top of things.
We all like to blame the meds.  I do it all the time.  It's ....... fault and I hate it:)  
Hope all will be well,
Best,
Doris",1
"What a visit it turned out to be!  Appointment at 1 and I finally left at 4PM!  
I love this guy.  He hasn't seen me since March.  So we had lots to talk about.  The lung nodules, this new pain in my hip, all the new doctors, etc. First he was thrilled when he heard the names of the new MO and the thoracic surgeon.  It made me happy to know I really did make some good decisions.  
Anyway, he did look at my scans and xrays of my chests.  He did ask what my TS is doing about this.  I told him we are waiting for one more scan in November.  He said he plans on calling the surgeon to have a talk with him so he can figure out what this guy is thinking.  Then he wanted to figure out why my hip is killing me.  I told him my MO wants an xray and that I had one scheduled for Oct 1st.  Boy, that did not go over well.  He wanted to have it done there (at the hospital).  I kept telling him I don't mind waiting.  He figured out pretty quickly that I just didn't want to know if anything was wrong.  I just felt it could wait and so could I.  He finally won.  I had the xray yesterday and he called me last night to say it looked good.  He says he wants to speak with my MO and come up with a plan for more tests.  He mentioned a bone scan.  
I am not sure but is a bone density test the same as a bone scan?  I did have the BDT done about a year ago.
I am also inclined to believe that Arimidex is the culprit here.  I can't believe there is bone mets.  I just can't!!!!  
So more waiting but I am feeling pretty good and positive about what might be causing this pain.
Hugs,
Mary  ","Thank You!!  My bone density test did report I have osteopenia.   Like I said, that was a year ago and I've not been put on meds to help build the bones up.  I am taking calcium and Vitamin D (which was suggested to me by the MO).  I hope it's enough to keep my bones from crumbling.  
I cringed at your having 3 vertebrae fractures.  YIKES.   The RO did check my back while I was there.  I guess that's why ...  He was making sure my spine is not affected.  Honestly, I don't believe bone mets has gotten a hold of me.  SO ... maybe the Arimidex is causing this pain. 
The RO did check the xrays and scans of my chest and there was no change from the xrays while I was in the hospital.  So the steroids and antibiotics did nothing.  The 1.3cm nodule is still alive and kicking (along with another one in the opposite lung).  These worry me but I have to believe my docs know what they are doing.  I am feeling confident that the RO will figure everything out soon.  He knows the thoracic surgeon personally.  This oughtta be interesting.
I will be seeing my pulmonary doc on Monday.  It will be interesting to have his input about the nodule.  I can't imagine what kind of tests he will order now.  He did want me to set up an appointment with an ENT after my hospitalization but I had no idea WHY and didn't make that appointment.  Again, should be interesting where he goes with that.
Praying you are feeling well.  Thanks again for your post.
Mary",1
